Gene,lof.oe_ci.upper
NSUN5,0.913
NSUN6,1.546
NSUN7,1.066
NT5C,1.1
NT5C1A,0.932
NT5C1B,0.925
NT5C1B-RDH14,0.899
NT5C2,1.109
NT5C3A,1.095
NT5C3B,1.316
NT5DC1,1.406
NT5DC2,0.75
NT5DC3,0.709
NT5DC4,1.809
NT5E,1.254
NT5M,1.51
NTAN1,1.321
NTAQ1,0.869
NTF3,0.431
NTF4,1.36
NTHL1,1.381
NTM,0.33
NTMT1,0.796
NTMT2,1.196
NTN1,0.444
NTN3,1.738
NTN4,0.529
NTN5,1.544
NTNG1,0.249
NTNG2,0.501
NTPCR,1.251
NTRK1,0.917
NTRK2,0.1
NTRK3,0.282
NTS,1.808
NTSR1,1.261
NTSR2,1.581
NUAK1,0.59
NUAK2,0.962
NUB1,0.702
NUBP1,1.287
NUBP2,1.194
NUBPL,0.825
NUCB1,0.955
NUCB2,1.254
NUCKS1,0.217
NUDC,0.511
NUDCD1,0.986
NUDCD2,1.181
NUDCD3,0.364
NUDT1,1.724
NUDT12,1.239
NUDT13,1.237
NUDT14,1.607
NUDT15,1.364
NUDT16,1.47
NUDT16L1,1.837
NUDT17,1.374
NUDT18,1.645
NUDT19,1.95
NUDT2,1.28
NUDT21,0.514
NUDT22,1.198
NUDT3,0.679
NUDT4,1.776
NUDT5,0.906
NUDT6,0.997
NUDT7,1.919
NUDT8,1.744
NUDT9,1.035
NUF2,0.989
NUFIP1,0.866
NUFIP2,0.122
NUGGC,0.75
NUMA1,0.283
NUMB,0.503
NUMBL,0.577
NUP107,0.77
NUP133,0.57
NUP153,0.162
NUP155,0.436
NUP160,0.552
NUP188,0.539
NUP205,0.36
NUP210,0.813
NUP210L,0.386
NUP214,0.457
NUP35,0.81
NUP37,1.144
NUP42,1.508
NUP43,0.843
NUP50,0.637
NUP54,0.611
NUP58,0.312
NUP62,0.158
NUP85,0.313
NUP88,0.69
NUP93,0.522
NUP98,0.155
NUPR1,1.68
NUPR2,1.97
NUS1,0.182
NUSAP1,0.966
NUTF2,0.403
NUTM1,0.492
NUTM2A,1.178
NUTM2B,0.497
NUTM2D,0.464
NUTM2F,0.911
NUTM2G,1.116
NVL,0.867
NWD1,0.998
NWD2,0.323
NXF1,0.572
NXN,0.338
NXNL1,1.448
NXNL2,1.356
NXPE1,1.266
NXPE2,1.119
NXPE3,0.805
NXPE4,1.559
NXPH1,0.426
NXPH2,0.533
NXPH3,0.698
NXPH4,1.021
NXT1,0.739
NYAP1,0.665
NYAP2,0.697
NYNRIN,0.696
OAF,0.951
OARD1,1.764
OAS1,0.817
OAS2,1.035
OAS3,1.017
OASL,1.034
OAT,0.968
OAZ1,1.264
OAZ2,1.16
OAZ3,1.12
OBI1,1.131
OBP2A,0.953
OBP2B,0.812
OBSCN,0.954
OBSL1,0.91
OC90,1.274
OCA2,0.801
OCEL1,1.028
OCIAD1,1.108
OCIAD2,1.965
OCLN,0.654
OCM,1.861
OCM2,0.94
OCSTAMP,1.009
ODAD1,0.9
ODAD2,0.971
ODAD3,1.007
ODAD4,1.044
ODAM,1.282
ODAPH,1.079
ODC1,0.595
ODF1,0.72
ODF2,0.42
ODF2L,1.616
ODF3,1.463
ODF3B,1.38
ODF3L1,1.578
ODF3L2,1.933
ODF4,1.125
ODR4,1.358
OGA,0.312
OGDH,0.366
OGDHL,0.797
OGFOD1,0.975
OGFOD2,1.391
OGFOD3,1.169
OGFR,0.984
OGFRL1,1.017
OGG1,1.023
OGN,0.887
OIP5,1.743
OIT3,0.931
OLA1,0.434
OLAH,1.546
OLFM1,0.323
OLFM2,0.574
OLFM3,0.589
OLFM4,1.163
OLFML1,1.05
OLFML2A,1.01
OLFML2B,0.894
OLFML3,0.966
OLIG1,1.92
OLIG2,1.842
OLIG3,1.398
OLR1,0.938
OMD,0.757
OMG,0.565
OMP,0.948
ONECUT1,0.823
ONECUT2,0.677
ONECUT3,1.933
OOEP,1.631
OPA1,0.434
OPA3,1.868
OPALIN,1.157
OPCML,0.531
OPLAH,1.163
OPN1SW,1.03
OPN3,1.161
OPN4,1.147
OPN5,0.546
OPRD1,1.445
OPRK1,0.907
OPRL1,0.718
OPRM1,0.984
OPRPN,1.424
OPTC,1.232
OPTN,0.877
OR10A2,1.606
OR10A3,1.571
OR10A4,1.664
OR10A5,1.428
OR10A6,1.418
OR10A7,1.853
OR10AG1,
OR10C1,1.82
OR10G2,1.8
OR10G3,1.017
OR10G4,1.854
OR10G7,
OR10G8,1.934
OR10G9,1.92
OR10H1,1.49
OR10H2,1.918
OR10H3,1.852
OR10H4,1.384
OR10H5,1.013
OR10J1,1.939
OR10J3,1.864
OR10J5,1.955
OR10K1,1.922
OR10K2,1.844
OR10P1,1.938
OR10Q1,1.888
OR10R2,1.774
OR10S1,
OR10T2,
OR10V1,1.844
OR10W1,1.824
OR10X1,1.874
OR10Z1,1.877
OR11A1,1.764
OR11G2,1.861
OR11H1,1.0
OR11H12,1.486
OR11H2,0.576
OR11H4,1.839
OR11H6,0.896
OR11L1,1.869
OR12D2,1.891
OR12D3,1.814
OR13A1,1.883
OR13C2,1.176
OR13C3,1.814
OR13C4,
OR13C5,1.253
OR13C8,1.783
OR13C9,1.943
OR13D1,1.856
OR13F1,1.81
OR13G1,1.87
OR13J1,1.765
OR14A16,1.932
OR14C36,1.837
OR14J1,1.887
OR1A1,1.189
OR1A2,1.38
OR1B1,1.91
OR1C1,1.87
OR1D2,0.983
OR1D5,1.347
OR1E1,
OR1E2,1.103
OR1F1,1.876
OR1G1,1.885
OR1I1,
OR1J1,1.912
OR1J2,
OR1J4,1.831
OR1K1,1.865
OR1L1,1.834
OR1L3,1.876
OR1L4,1.618
OR1L6,1.848
OR1L8,1.379
OR1M1,1.865
OR1N1,
OR1N2,1.429
OR1Q1,1.844
OR1S1,1.801
OR1S2,1.626
OR2A1,
OR2A12,1.922
OR2A14,1.855
OR2A2,
OR2A25,1.833
OR2A4,
OR2A5,1.178
OR2A7,1.883
OR2AE1,1.905
OR2AG1,1.97
OR2AG2,
OR2AK2,1.879
OR2AP1,1.966
OR2AT4,1.127
OR2B11,
OR2B2,1.879
OR2B3,
OR2B6,1.881
OR2C1,1.955
OR2C3,1.857
OR2D2,1.701
OR2D3,1.767
OR2F1,1.818
OR2F2,1.825
OR2G2,1.881
OR2G3,1.881
OR2G6,1.8
OR2H1,1.766
OR2H2,1.749
OR2J1,1.641
OR2J2,1.143
OR2J3,1.101
OR2K2,0.941
OR2L13,1.363
OR2L2,1.936
OR2L3,1.867
OR2L5,1.935
OR2L8,1.878
OR2M2,
OR2M3,1.205
OR2M4,1.136
OR2M5,1.84
OR2M7,1.877
OR2S2,1.491
OR2T1,1.917
OR2T10,
OR2T11,1.662
OR2T12,1.86
OR2T2,
OR2T27,1.841
OR2T29,
OR2T3,1.863
OR2T33,1.34
OR2T34,
OR2T35,
OR2T4,1.827
OR2T5,
OR2T6,1.943
OR2T7,1.861
OR2T8,1.935
OR2V1,1.605
OR2V2,1.813
OR2W1,1.859
OR2W3,1.857
OR2Y1,1.87
OR2Z1,1.795
OR3A1,
OR3A2,1.847
OR3A3,1.793
OR4A15,
OR4A16,
OR4A47,1.619
OR4A5,
OR4B1,1.943
OR4C11,1.92
OR4C12,1.487
OR4C13,1.939
OR4C15,1.888
OR4C16,1.93
OR4C3,1.905
OR4C45,
OR4C46,1.968
OR4C6,1.924
OR4D1,1.069
OR4D10,1.487
OR4D11,1.307
OR4D2,1.157
OR4D5,
OR4D6,1.202
OR4D9,1.94
OR4E2,1.332
OR4F15,1.065
OR4F17,1.465
OR4F4,1.55
OR4F5,1.828
OR4F6,1.275
OR4K1,1.701
OR4K13,
OR4K14,
OR4K15,1.735
OR4K17,
OR4K2,1.239
OR4K5,1.929
OR4L1,
OR4M1,1.161
OR4M2B,1.823
OR4N2,1.705
OR4N5,
OR4P4,1.827
OR4Q3,1.488
OR4S1,1.927
OR4S2,1.708
OR4X1,
OR4X2,1.892
OR51A2,
OR51A4,1.918
OR51A7,1.886
OR51B2,1.861
OR51B4,1.808
OR51B5,1.876
OR51B6,1.876
OR51D1,1.455
OR51E1,1.347
OR51E2,1.453
OR51F1,1.497
OR51F2,1.817
OR51G1,1.935
OR51G2,1.576
OR51I1,1.061
OR51I2,1.243
OR51L1,1.767
OR51M1,1.869
OR51Q1,1.936
OR51S1,1.759
OR51T1,1.938
OR51V1,1.4
OR52A1,1.474
OR52A5,1.271
OR52B2,1.708
OR52B4,1.883
OR52B6,1.901
OR52D1,1.866
OR52E2,
OR52E4,1.955
OR52E6,1.892
OR52E8,1.892
OR52H1,1.931
OR52I1,1.939
OR52I2,1.87
OR52J3,
OR52K1,1.77
OR52K2,1.417
OR52L1,1.345
OR52M1,1.922
OR52N1,1.334
OR52N4,1.462
OR52N5,0.879
OR52R1,0.991
OR52W1,1.725
OR56A1,
OR56A3,1.742
OR56A4,1.112
OR56A5,1.249
OR56B1,1.644
OR56B4,1.927
OR5A1,1.151
OR5A2,1.877
OR5AC2,1.892
OR5AK2,
OR5AN1,1.872
OR5AP2,0.672
OR5AR1,1.771
OR5AS1,
OR5AU1,1.876
OR5B12,
OR5B17,
OR5B2,
OR5B21,1.723
OR5B3,
OR5C1,1.95
OR5D13,
OR5D14,1.929
OR5D16,1.32
OR5D18,1.853
OR5F1,
OR5H1,1.872
OR5H14,
OR5H15,
OR5H2,
OR5H6,1.892
OR5I1,1.939
OR5J2,1.232
OR5K1,1.153
OR5K2,
OR5K3,
OR5K4,1.862
OR5L1,1.892
OR5L2,
OR5M1,1.888
OR5M10,
OR5M11,1.578
OR5M3,1.851
OR5M8,
OR5M9,
OR5P2,1.935
OR5P3,1.744
OR5T1,1.817
OR5T2,1.417
OR5T3,1.462
OR5V1,1.863
OR5W2,
OR6A2,0.952
OR6B1,1.362
OR6B2,
OR6B3,1.935
OR6C1,1.892
OR6C2,1.87
OR6C3,1.939
OR6C4,1.777
OR6C6,
OR6C65,
OR6C68,
OR6C70,
OR6C74,1.939
OR6C75,1.784
OR6C76,
OR6F1,
OR6K2,1.944
OR6K3,
OR6K6,1.462
OR6M1,1.891
OR6N1,
OR6N2,1.888
OR6P1,1.724
OR6Q1,1.807
OR6S1,1.867
OR6T1,1.842
OR6V1,1.211
OR6X1,1.804
OR6Y1,1.756
OR7A10,1.844
OR7A17,1.891
OR7A5,1.938
OR7C1,1.873
OR7C2,1.854
OR7D2,1.943
OR7D4,1.887
OR7E24,1.853
OR7G1,
OR7G2,1.883
OR7G3,
OR8A1,0.719
OR8B12,1.917
OR8B2,1.852
OR8B3,1.892
OR8B4,1.911
OR8B8,1.307
OR8D1,
OR8D2,
OR8D4,
OR8G1,
OR8G2P,
OR8G3P,
OR8G5,1.938
OR8H1,1.839
OR8H2,
OR8H3,
OR8I2,
OR8J1,
OR8J3,
OR8K1,
OR8K3,
OR8K5,
OR8S1,
OR8U1,1.633
OR8U3,
OR9A2,1.114
OR9A4,1.361
OR9G1,1.927
OR9G4,1.59
OR9I1,1.222
OR9K2,1.805
OR9Q1,1.318
OR9Q2,1.652
ORAI1,1.238
ORAI2,1.028
ORAI3,1.486
ORC1,0.719
ORC2,0.649
ORC3,1.219
ORC4,1.532
ORC5,0.7
ORC6,1.522
ORM1,0.999
ORM2,1.062
ORMDL1,1.084
ORMDL2,1.281
ORMDL3,0.87
OS9,0.803
OSBP,0.394
OSBP2,0.883
OSBPL10,0.702
OSBPL11,0.48
OSBPL1A,0.653
OSBPL2,0.447
OSBPL3,0.708
OSBPL5,0.882
OSBPL6,0.446
OSBPL7,0.704
OSBPL8,0.563
OSBPL9,0.412
OSCAR,1.328
OSCP1,0.913
OSER1,0.936
OSGEP,1.123
OSGEPL1,0.787
OSGIN1,1.434
OSGIN2,0.454
OSM,0.917
OSMR,0.869
OSR1,0.466
OSR2,0.44
OST4,1.916
OSTC,1.501
OSTF1,1.899
OSTM1,1.425
OSTN,1.456
OTOA,0.542
OTOF,1.017
OTOG,1.088
OTOGL,1.049
OTOL1,1.525
OTOP1,1.631
OTOP2,1.149
OTOP3,1.034
OTOR,1.698
OTOS,1.676
OTP,0.726
OTUB1,0.482
OTUB2,1.035
OTUD1,1.03
OTUD3,0.74
OTUD4,0.261
OTUD6B,1.468
OTUD7A,0.216
OTUD7B,0.484
OTULIN,0.541
OTULINL,1.012
OTX1,0.508
OTX2,0.23
OVCA2,1.879
OVCH1,1.142
OVCH2,1.483
OVGP1,0.784
OVOL1,0.871
OVOL2,0.847
OVOL3,1.633
OXA1L,0.793
OXCT1,0.521
OXCT2,
OXER1,1.913
OXGR1,1.504
OXLD1,1.883
OXNAD1,1.358
OXR1,0.404
OXSM,0.956
OXSR1,0.532
OXT,1.913
OXTR,1.278
P2RX1,1.064
P2RX2,1.093
P2RX3,1.02
P2RX4,1.035
P2RX5,1.071
P2RX5-TAX1BP3,
P2RX6,1.514
P2RX7,0.935
P2RY1,0.933
P2RY11,1.905
P2RY12,1.16
P2RY13,1.133
P2RY14,1.619
P2RY2,1.917
P2RY6,1.339
P3H1,1.03
P3H2,1.249
P3H3,1.232
P3H4,1.089
P3R3URF,1.398
P3R3URF-PIK3R3,1.347
P4HA1,0.429
P4HA2,0.813
P4HA3,0.979
P4HB,0.527
P4HTM,0.815
PA2G4,0.231
PAAF1,0.471
PABIR1,0.407
PABPC1,0.119
PABPC1L,0.608
PABPC3,1.306
PABPC4,0.295
PABPC4L,1.943
PABPN1,0.369
PABPN1L,1.827
PACC1,0.958
PACRG,1.301
PACRGL,1.421
PACS1,0.252
PACS2,0.513
PACSIN1,0.413
PACSIN2,0.524
PACSIN3,0.816
PADI1,1.069
PADI2,1.25
PADI3,0.9
PADI4,0.925
PADI6,0.995
PAEP,0.847
PAF1,0.596
PAFAH1B1,0.1
PAFAH1B2,0.671
PAFAH1B3,0.963
PAFAH2,0.963
PAG1,1.048
PAGR1,1.605
PAH,0.799
PAICS,0.643
PAIP1,1.709
PAIP2,1.311
PAIP2B,1.393
PAK1,0.604
PAK1IP1,1.23
PAK2,0.662
PAK4,1.251
PAK5,0.329
PAK6,0.715
PALB2,0.883
PALD1,0.751
PALLD,0.492
PALM,0.876
PALM2AKAP2,0.576
PALM3,1.194
PALMD,0.963
PALS1,0.596
PALS2,0.638
PAM,0.759
PAM16,1.033
PAMR1,1.274
PAN2,0.525
PAN3,0.155
PANK1,0.633
PANK2,0.948
PANK3,0.754
PANK4,0.66
PANX1,0.958
PANX2,1.279
PANX3,0.833
PAOX,1.292
PAPLN,1.174
PAPOLA,0.212
PAPOLB,1.055
PAPOLG,0.443
PAPPA,0.465
PAPPA2,0.549
PAPSS1,0.928
PAPSS2,1.141
PAQR3,1.17
PAQR4,1.653
PAQR5,0.659
PAQR6,1.181
PAQR7,0.839
PAQR8,0.972
PAQR9,0.824
PARD3,0.567
PARD3B,0.886
PARD6A,1.398
PARD6B,0.916
PARD6G,1.431
PARG,0.413
PARK7,1.025
PARL,0.378
PARM1,0.93
PARN,0.857
PARP1,0.454
PARP10,0.894
PARP11,1.061
PARP12,1.022
PARP14,0.434
PARP15,0.913
PARP16,1.161
PARP2,0.998
PARP3,1.001
PARP4,0.786
PARP6,0.451
PARP8,0.575
PARP9,0.788
PARPBP,1.358
PARS2,0.977
PARVA,0.675
PARVB,1.101
PARVG,0.964
PASK,1.019
PATE1,1.882
PATE2,1.137
PATE3,1.689
PATE4,1.917
PATJ,0.812
PATL1,0.395
PATL2,1.067
PATZ1,0.271
PAWR,1.931
PAX1,0.595
PAX2,0.384
PAX3,0.304
PAX4,0.991
PAX5,0.329
PAX6,0.189
PAX7,0.504
PAX8,0.24
PAX9,0.435
PAXBP1,0.439
PAXIP1,0.23
PAXX,1.514
PBK,0.589
PBLD,0.927
PBOV1,1.929
PBRM1,0.173
PBX1,0.129
PBX2,0.399
PBX3,0.356
PBX4,0.906
PBXIP1,1.184
PC,0.539
PCARE,1.032
PCBD1,1.38
PCBD2,1.303
PCBP1,0.156
PCBP2,0.139
PCBP3,0.531
PCBP4,0.722
PCCA,0.86
PCCB,0.843
PCDH1,0.382
PCDH10,0.297
PCDH12,0.752
PCDH15,0.819
PCDH17,0.345
PCDH18,0.673
PCDH20,0.694
PCDH7,0.426
PCDH8,1.081
PCDH9,0.333
PCDHA1,0.849
PCDHA10,0.906
PCDHA11,0.982
PCDHA12,0.928
PCDHA13,1.001
PCDHA2,1.054
PCDHA3,0.813
PCDHA4,0.976
PCDHA5,0.868
PCDHA6,1.033
PCDHA7,0.857
PCDHA8,1.036
PCDHA9,1.229
PCDHAC1,0.869
PCDHAC2,0.496
PCDHB1,1.231
PCDHB10,1.931
PCDHB11,1.886
PCDHB12,1.864
PCDHB13,1.937
PCDHB14,1.929
PCDHB15,1.781
PCDHB16,
PCDHB2,1.376
PCDHB3,1.547
PCDHB4,1.933
PCDHB5,1.859
PCDHB6,
PCDHB7,1.854
PCDHB8,1.922
PCDHB9,1.861
PCDHGA1,0.708
PCDHGA10,0.85
PCDHGA11,0.774
PCDHGA12,0.877
PCDHGA2,0.836
PCDHGA3,0.847
PCDHGA4,0.894
PCDHGA5,0.794
PCDHGA6,0.834
PCDHGA7,0.913
PCDHGA8,0.903
PCDHGA9,0.737
PCDHGB1,0.775
PCDHGB2,1.103
PCDHGB3,0.833
PCDHGB4,0.835
PCDHGB5,1.015
PCDHGB6,1.022
PCDHGB7,0.711
PCDHGC3,0.451
PCDHGC4,0.363
PCDHGC5,0.564
PCED1A,0.671
PCED1B,1.241
PCF11,0.112
PCGF1,0.387
PCGF2,0.443
PCGF3,0.445
PCGF5,0.479
PCGF6,1.012
PCID2,0.889
PCIF1,0.229
PCK1,1.109
PCK2,1.008
PCLAF,1.127
PCLO,0.19
PCM1,0.623
PCMT1,0.717
PCMTD1,0.443
PCMTD2,0.817
PCNA,0.42
PCNP,0.852
PCNT,0.932
PCNX1,0.38
PCNX2,0.866
PCNX3,0.347
PCNX4,1.056
PCOLCE,1.074
PCOLCE2,1.063
PCOTH,1.454
PCP2,1.905
PCP4,1.495
PCP4L1,1.838
PCSK1,0.631
PCSK2,0.228
PCSK4,1.128
PCSK5,0.413
PCSK6,0.797
PCSK7,0.881
PCSK9,1.25
PCTP,1.499
PCYOX1,1.403
PCYOX1L,1.174
PCYT1A,0.893
PCYT2,0.642
PDAP1,0.934
PDC,1.814
PDCD1,0.832
PDCD10,0.924
PDCD11,0.573
PDCD1LG2,1.501
PDCD2,1.711
PDCD2L,1.374
PDCD4,1.671
PDCD5,1.794
PDCD6,0.678
PDCD6-AHRR,
PDCD6IP,0.54
PDCD7,1.33
PDCL,0.651
PDCL2,1.267
PDCL3,1.125
PDE10A,0.426
PDE11A,1.118
PDE12,0.727
PDE1A,0.789
PDE1B,0.303
PDE1C,0.843
PDE2A,0.408
PDE3A,0.386
PDE3B,0.945
PDE4A,0.434
PDE4B,0.334
PDE4C,1.026
PDE4D,0.269
PDE4DIP,0.64
PDE5A,0.633
PDE6A,0.877
PDE6B,1.238
PDE6C,0.976
PDE6D,1.027
PDE6G,1.446
PDE6H,1.904
PDE7A,1.238
PDE7B,0.792
PDE8A,0.496
PDE8B,0.216
PDE9A,1.089
PDF,1.984
PDGFA,0.285
PDGFB,0.473
PDGFC,0.339
PDGFD,0.818
PDGFRA,0.264
PDGFRB,0.481
PDGFRL,1.639
PDHA2,1.406
PDHB,0.476
PDHX,0.489
PDIA2,1.732
PDIA3,0.393
PDIA4,0.667
PDIA5,0.898
PDIA6,0.544
PDIK1L,0.554
PDILT,0.949
PDK1,1.129
PDK2,0.781
PDK4,1.244
PDLIM1,1.005
PDLIM2,1.186
PDLIM3,1.071
PDLIM4,0.827
PDLIM5,0.89
PDLIM7,0.91
PDP1,0.532
PDP2,0.884
PDPK1,0.333
PDPN,0.689
PDPR,0.691
PDRG1,1.348
PDS5A,0.52
PDS5B,0.498
PDSS1,0.926
PDSS2,0.792
PDX1,1.642
PDXDC1,0.511
PDXK,0.466
PDXP,1.832
PDYN,0.568
PDZD2,0.449
PDZD3,1.253
PDZD7,1.043
PDZD8,0.23
PDZD9,1.07
PDZK1,1.317
PDZK1IP1,1.141
PDZRN3,0.505
PDZRN4,0.572
PEA15,0.24
PEAK1,0.522
PEAK3,1.915
PEAR1,1.0
PEBP1,1.124
PEBP4,1.266
PECR,1.739
PEDS1,0.635
PEDS1-UBE2V1,0.728
PEF1,0.77
PEG10,0.277
PEG3,0.593
PELI1,0.558
PELI2,0.793
PELI3,0.715
PELO,1.008
PELP1,0.567
PEMT,1.277
PENK,1.366
PEPD,1.132
PER1,0.839
PER2,0.67
PER3,0.983
PERM1,1.419
PERP,1.022
PES 1.00,0.511
PET100,1.583
PET117,1.821
PEX1,0.694
PEX10,1.179
PEX11A,1.241
PEX11B,0.903
PEX11G,1.422
PEX12,1.218
PEX13,1.159
PEX14,0.37
PEX16,0.957
PEX19,1.066
PEX2,1.057
PEX26,0.893
PEX3,0.972
PEX5,0.759
PEX5L,0.427
PEX6,0.773
PEX7,0.82
PF4,1.858
PF4V1,1.342
PFAS,0.777
PFDN1,1.861
PFDN2,0.686
PFDN4,1.831
PFDN5,1.748
PFDN6,0.579
PFKFB2,0.934
PFKFB3,0.524
PFKFB4,0.899
PFKL,1.028
PFKM,0.757
PFKP,1.182
PFN1,0.324
PFN2,0.983
PFN3,1.883
PFN4,1.318
PGA3,0.509
PGA5,1.481
PGAM1,1.343
PGAM2,1.421
PGAM5,1.366
PGAP1,0.56
PGAP2,0.639
PGAP3,1.06
PGAP4,0.65
PGAP6,0.881
PGBD1,1.017
PGBD2,1.522
PGBD3,
PGBD4,1.94
PGBD5,0.444
PGC,0.816
PGD,0.461
PGF,0.783
PGGHG,1.004
PGGT1B,1.336
PGK 2.00,1.763
PGLS,1.188
PGLYRP1,1.425
PGLYRP2,1.135
PGLYRP3,1.347
PGLYRP4,1.272
PGM1,1.04
PGM2,1.075
PGM2L1,0.665
PGM3,0.872
PGM5,0.629
PGP,1.109
PGPEP1,1.03
PGPEP1L,1.827
PGR,0.458
PGRMC2,0.848
PGS1,0.943
PHACTR1,0.331
PHACTR2,0.498
PHACTR3,0.302
PHACTR4,0.816
PHAF1,0.591
PHAX,1.11
PHB,0.633
PHB2,0.631
PHC1,0.291
PHC2,0.397
PHC3,0.176
PHETA1,1.836
PHETA2,1.808
PHF1,0.338
PHF10,0.93
PHF11,1.931
PHF12,0.103
PHF13,0.122
PHF14,0.671
PHF19,0.467
PHF2,0.329
PHF20,0.249
PHF20L1,0.586
PHF21A,0.134
PHF21B,0.322
PHF23,0.163
PHF24,0.8
PHF3,0.301
PHF5A,0.205
PHF7,0.682
PHGDH,1.111
PHGR1,1.446
PHIP,0.211
PHKB,0.792
PHKG1,1.314
PHKG2,0.826
PHLDA1,1.104
PHLDA2,1.681
PHLDA3,1.94
PHLDB1,0.588
PHLDB2,0.669
PHLDB3,1.434
PHLPP1,0.513
PHLPP2,0.681
PHOSPHO1,1.304
PHOSPHO2,1.25
PHOSPHO2-KLHL23,0.899
PHOX2A,1.724
PHOX2B,0.349
PHPT1,1.546
PHRF1,0.555
PHTF1,0.952
PHTF2,1.115
PHYH,1.0
PHYHD1,1.165
PHYHIP,0.479
PHYHIPL,0.424
PHYKPL,0.723
PI15,1.599
PI16,1.22
PI3,1.445
PI4K2A,0.682
PI4K2B,1.356
PI4KA,0.533
PI4KB,0.37
PIANP,0.975
PIAS1,0.088
PIAS2,0.215
PIAS3,0.701
PIAS4,0.249
PIBF1,1.231
PICALM,0.647
PICK1,0.683
PID1,0.72
PIDD1,1.197
PIEZO1,1.17
PIEZO2,0.56
PIF1,1.331
PIFO,1.058
PIGB,1.098
PIGC,0.996
PIGF,0.865
PIGG,1.093
PIGH,1.512
PIGK,1.915
PIGL,1.239
PIGM,0.975
PIGN,1.191
PIGO,0.89
PIGP,1.912
PIGQ,1.275
PIGR,0.438
PIGS,0.751
PIGT,1.053
PIGU,0.515
PIGV,0.886
PIGW,0.88
PIGX,1.702
PIGY,1.641
PIGZ,1.431
PIH1D1,0.939
PIH1D2,1.163
PIK3AP1,0.337
PIK3C2A,0.63
PIK3C2B,0.553
PIK3C2G,1.187
PIK3C3,1.003
PIK3CA,0.221
PIK3CB,0.319
PIK3CD,0.23
PIK3CG,0.656
PIK3IP1,1.419
PIK3R1,0.363
PIK3R2,0.76
PIK3R3,1.497
PIK3R4,0.362
PIK3R5,0.417
PIK3R6,1.337
PIKFYVE,0.515
PILRA,1.425
PILRB,1.307
PIM1,0.439
PIM3,1.002
PIMREG,1.001
PIN1,1.176
PINK1,1.314
PINLYP,1.278
PINX1,1.685
PIP,1.26
PIP4K2A,0.599
PIP4K2B,0.193
PIP4K2C,0.714
PIP4P1,0.654
PIP4P2,0.706
PIP5K1A,0.723
PIP5K1B,0.887
PIP5K1C,0.724
PIP5KL1,1.418
PIPOX,1.108
PIRT,1.551
PISD,0.887
PITHD1,1.776
PITPNA,0.481
PITPNB,1.78
PITPNC1,0.322
PITPNM1,0.721
PITPNM2,0.34
PITPNM3,0.266
PITRM1,0.95
PITX1,0.575
PITX2,0.326
PITX3,0.691
PIWIL1,0.745
PIWIL2,0.761
PIWIL3,1.113
PIWIL4,0.722
PJA2,0.48
PJVK,1.12
PKD1,0.36
PKD1L1,0.792
PKD1L2,1.434
PKD1L3,1.315
PKD2,0.564
PKD2L1,1.003
PKD2L2,0.995
PKDCC,1.15
PKDREJ,1.741
PKHD1,0.758
PKHD1L1,1.022
PKIA,1.475
PKIB,0.984
PKIG,1.079
PKLR,0.901
PKM,0.5
PKMYT1,1.123
PKN1,0.746
PKN2,0.421
PKN3,0.914
PKNOX1,0.595
PKNOX2,0.35
PKP1,0.499
PKP2,1.105
PKP3,1.292
PKP4,0.739
PLA1A,1.054
PLA2G10,1.895
PLA2G12A,1.314
PLA2G12B,1.233
PLA2G15,0.65
PLA2G1B,1.301
PLA2G2A,0.806
PLA2G2C,1.424
PLA2G2D,1.782
PLA2G2E,1.287
PLA2G2F,1.384
PLA2G3,0.967
PLA2G4A,0.89
PLA2G4B,1.471
PLA2G4C,1.129
PLA2G4D,1.041
PLA2G4E,0.926
PLA2G4F,1.236
PLA2G5,1.038
PLA2G6,0.972
PLA2G7,1.533
PLA2R1,0.967
PLAA,0.617
PLAAT1,0.937
PLAAT2,1.551
PLAAT3,1.838
PLAAT4,1.184
PLAAT5,1.429
PLAC8,1.046
PLAC8L1,1.132
PLAC9,1.667
PLAG1,0.373
PLAGL1,0.485
PLAGL2,0.469
PLAT,0.804
PLAU,0.852
PLAUR,0.811
PLB1,1.094
PLBD1,1.227
PLBD2,1.006
PLCB1,0.309
PLCB2,0.884
PLCB3,0.468
PLCB4,0.478
PLCD1,0.922
PLCD3,1.022
PLCD4,0.793
PLCE1,0.56
PLCG1,0.491
PLCG2,0.461
PLCH1,0.631
PLCH2,0.931
PLCL1,0.613
PLCL2,0.091
PLCXD2,0.996
PLCXD3,1.05
PLCZ1,0.779
PLD1,0.629
PLD2,0.926
PLD3,0.662
PLD4,1.472
PLD5,0.737
PLD5P1,
PLD6,1.922
PLEC,0.551
PLEK,0.809
PLEK2,0.924
PLEKHA1,0.883
PLEKHA2,0.782
PLEKHA3,0.695
PLEKHA4,0.859
PLEKHA5,0.268
PLEKHA6,0.692
PLEKHA7,0.612
PLEKHA8,0.65
PLEKHB1,0.973
PLEKHB2,1.038
PLEKHD1,0.911
PLEKHF1,0.748
PLEKHF2,0.611
PLEKHG1,0.59
PLEKHG2,0.835
PLEKHG3,0.809
PLEKHG4,0.711
PLEKHG4B,1.123
PLEKHG5,0.688
PLEKHG6,1.176
PLEKHG7,1.18
PLEKHH1,0.844
PLEKHH2,0.815
PLEKHH3,1.069
PLEKHJ1,1.535
